minimum_logit_residual,minimum_reversion_probability,minimum_expected_pnl,trades,rejected,reversion_exits,adverse_stop_exits,thesis_invalidations,timeout_exits,settlements,fees,capital,pnl,roi,fold_1_trades,fold_1_pnl,fold_1_roi,fold_2_trades,fold_2_pnl,fold_2_roi,fold_3_trades,fold_3_pnl,fold_3_roi,profitable_folds,minimum_fold_trades,worst_fold_roi
0.3,0.2,-0.75,12,124,1,0,2,9,0,0.0,120.0,1.7848861283643893,0.014874051069703244,3,0.9999999999999996,0.03333333333333332,5,-1.081780538302277,-0.02163561076604554,4,1.866666666666667,0.046666666666666676,2,3,-0.02163561076604554
0.16,0.3,-0.75,43,92,8,0,6,29,0,0.0,430.0,4.630387980717657,0.010768344141203853,12,3.1081608078803002,0.02590134006566917,15,-1.6673155134598954,-0.011115436756399302,16,3.1895426862972522,0.019934641789357825,2,12,-0.011115436756399302
0.16,0.0,-0.75,44,91,8,0,6,30,0,0.0,440.0,4.630387980717657,0.010523609047085585,12,3.1081608078803002,0.02590134006566917,16,-1.6673155134598954,-0.010420721959124347,16,3.1895426862972522,0.019934641789357825,2,12,-0.010420721959124347
0.16,0.05,-0.75,44,91,8,0,6,30,0,0.0,440.0,4.630387980717657,0.010523609047085585,12,3.1081608078803002,0.02590134006566917,16,-1.6673155134598954,-0.010420721959124347,16,3.1895426862972522,0.019934641789357825,2,12,-0.010420721959124347
0.16,0.1,-0.75,44,91,8,0,6,30,0,0.0,440.0,4.630387980717657,0.010523609047085585,12,3.1081608078803002,0.02590134006566917,16,-1.6673155134598954,-0.010420721959124347,16,3.1895426862972522,0.019934641789357825,2,12,-0.010420721959124347
0.16,0.15,-0.75,44,91,8,0,6,30,0,0.0,440.0,4.630387980717657,0.010523609047085585,12,3.1081608078803002,0.02590134006566917,16,-1.6673155134598954,-0.010420721959124347,16,3.1895426862972522,0.019934641789357825,2,12,-0.010420721959124347
0.16,0.2,-0.75,44,91,8,0,6,30,0,0.0,440.0,4.630387980717657,0.010523609047085585,12,3.1081608078803002,0.02590134006566917,16,-1.6673155134598954,-0.010420721959124347,16,3.1895426862972522,0.019934641789357825,2,12,-0.010420721959124347
0.12,0.3,-0.75,60,75,10,0,12,38,0,0.0,600.0,1.1249969797817385,0.0018749949663028976,21,0.08445478862936273,0.00040216566013982254,18,-0.5775719237163046,-0.0032087329095350256,21,1.6181141148686808,0.0077053053088984805,2,18,-0.0032087329095350256
0.12,0.0,-0.75,61,74,10,0,12,39,0,0.0,610.0,1.1249969797817385,0.0018442573439044893,21,0.08445478862936273,0.00040216566013982254,19,-0.5775719237163046,-0.0030398522300858137,21,1.6181141148686808,0.0077053053088984805,2,19,-0.0030398522300858137
0.12,0.05,-0.75,61,74,10,0,12,39,0,0.0,610.0,1.1249969797817385,0.0018442573439044893,21,0.08445478862936273,0.00040216566013982254,19,-0.5775719237163046,-0.0030398522300858137,21,1.6181141148686808,0.0077053053088984805,2,19,-0.0030398522300858137
0.12,0.1,-0.75,61,74,10,0,12,39,0,0.0,610.0,1.1249969797817385,0.0018442573439044893,21,0.08445478862936273,0.00040216566013982254,19,-0.5775719237163046,-0.0030398522300858137,21,1.6181141148686808,0.0077053053088984805,2,19,-0.0030398522300858137
0.12,0.15,-0.75,61,74,10,0,12,39,0,0.0,610.0,1.1249969797817385,0.0018442573439044893,21,0.08445478862936273,0.00040216566013982254,19,-0.5775719237163046,-0.0030398522300858137,21,1.6181141148686808,0.0077053053088984805,2,19,-0.0030398522300858137
0.12,0.2,-0.75,61,74,10,0,12,39,0,0.0,610.0,1.1249969797817385,0.0018442573439044893,21,0.08445478862936273,0.00040216566013982254,19,-0.5775719237163046,-0.0030398522300858137,21,1.6181141148686808,0.0077053053088984805,2,19,-0.0030398522300858137
0.06,0.3,-0.75,86,49,14,0,14,58,0,0.0,860.0,0.9620631522150276,0.0011186780839709622,30,-0.45916717837639126,-0.0015305572612546376,26,1.186066598673123,0.004561794610281242,30,0.23516373191829837,0.0007838791063943279,2,26,-0.0015305572612546376
0.06,0.0,-0.75,87,48,14,0,14,59,0,0.0,870.0,0.9620631522150276,0.0011058197151896868,30,-0.45916717837639126,-0.0015305572612546376,27,1.186066598673123,0.0043928392543449,30,0.23516373191829837,0.0007838791063943279,2,27,-0.0015305572612546376
0.06,0.05,-0.75,87,48,14,0,14,59,0,0.0,870.0,0.9620631522150276,0.0011058197151896868,30,-0.45916717837639126,-0.0015305572612546376,27,1.186066598673123,0.0043928392543449,30,0.23516373191829837,0.0007838791063943279,2,27,-0.0015305572612546376
0.06,0.1,-0.75,87,48,14,0,14,59,0,0.0,870.0,0.9620631522150276,0.0011058197151896868,30,-0.45916717837639126,-0.0015305572612546376,27,1.186066598673123,0.0043928392543449,30,0.23516373191829837,0.0007838791063943279,2,27,-0.0015305572612546376
0.06,0.15,-0.75,87,48,14,0,14,59,0,0.0,870.0,0.9620631522150276,0.0011058197151896868,30,-0.45916717837639126,-0.0015305572612546376,27,1.186066598673123,0.0043928392543449,30,0.23516373191829837,0.0007838791063943279,2,27,-0.0015305572612546376
0.06,0.2,-0.75,87,48,14,0,14,59,0,0.0,870.0,0.9620631522150276,0.0011058197151896868,30,-0.45916717837639126,-0.0015305572612546376,27,1.186066598673123,0.0043928392543449,30,0.23516373191829837,0.0007838791063943279,2,27,-0.0015305572612546376
0.08,0.3,-0.75,82,53,11,0,14,57,0,0.0,820.0,0.6707123977063807,0.0008179419484224155,30,-0.45916717837639126,-0.0015305572612546376,25,0.6597508091994376,0.0026390032367977507,27,0.47012876688333355,0.0017412176551234576,2,25,-0.0015305572612546376
0.08,0.0,-0.75,83,52,11,0,14,58,0,0.0,830.0,0.6707123977063807,0.0008080872261522659,30,-0.45916717837639126,-0.0015305572612546376,26,0.6597508091994376,0.0025375031123055294,27,0.47012876688333355,0.0017412176551234576,2,26,-0.0015305572612546376
0.08,0.05,-0.75,83,52,11,0,14,58,0,0.0,830.0,0.6707123977063807,0.0008080872261522659,30,-0.45916717837639126,-0.0015305572612546376,26,0.6597508091994376,0.0025375031123055294,27,0.47012876688333355,0.0017412176551234576,2,26,-0.0015305572612546376
0.08,0.1,-0.75,83,52,11,0,14,58,0,0.0,830.0,0.6707123977063807,0.0008080872261522659,30,-0.45916717837639126,-0.0015305572612546376,26,0.6597508091994376,0.0025375031123055294,27,0.47012876688333355,0.0017412176551234576,2,26,-0.0015305572612546376
0.08,0.15,-0.75,83,52,11,0,14,58,0,0.0,830.0,0.6707123977063807,0.0008080872261522659,30,-0.45916717837639126,-0.0015305572612546376,26,0.6597508091994376,0.0025375031123055294,27,0.47012876688333355,0.0017412176551234576,2,26,-0.0015305572612546376
0.08,0.2,-0.75,83,52,11,0,14,58,0,0.0,830.0,0.6707123977063807,0.0008080872261522659,30,-0.45916717837639126,-0.0015305572612546376,26,0.6597508091994376,0.0025375031123055294,27,0.47012876688333355,0.0017412176551234576,2,26,-0.0015305572612546376
0.2,0.0,-0.25,3,133,0,0,0,3,0,0.0,30.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,1,0.0
0.2,0.05,-0.25,3,133,0,0,0,3,0,0.0,30.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,1,0.0
0.2,0.1,-0.25,3,133,0,0,0,3,0,0.0,30.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,1,0.0
0.2,0.15,-0.25,3,133,0,0,0,3,0,0.0,30.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,1,0.0
0.2,0.2,-0.25,3,133,0,0,0,3,0,0.0,30.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,1,0.0
0.2,0.3,-0.25,3,133,0,0,0,3,0,0.0,30.0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,0,1,0.0
0.3,0.0,-0.25,2,134,0,0,0,2,0,0.0,20.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0.0
0.3,0.05,-0.25,2,134,0,0,0,2,0,0.0,20.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0.0
0.3,0.1,-0.25,2,134,0,0,0,2,0,0.0,20.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0.0
0.3,0.15,-0.25,2,134,0,0,0,2,0,0.0,20.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0.0
0.3,0.2,-0.25,2,134,0,0,0,2,0,0.0,20.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0.0
0.3,0.3,-0.25,2,134,0,0,0,2,0,0.0,20.0,0.0,0.0,1,0.0,0.0,0,0.0,0.0,1,0.0,0.0,0,0,0.0
0.04,0.0,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.0,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.0,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.0,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.0,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.0,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.0,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.05,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.05,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.05,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.05,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.05,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.05,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.05,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.1,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.1,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.1,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.1,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.1,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.1,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.1,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.15,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.15,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.15,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.15,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.15,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.15,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.15,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.2,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.2,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.2,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.2,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.2,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.2,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.2,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.3,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.3,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.3,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.3,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.3,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.3,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.3,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,-1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,-0.75,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,-0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,-0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.04,0.4,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.0,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.0,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.0,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.0,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.0,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.0,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.0,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.05,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.05,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.05,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.05,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.05,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.05,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.05,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.1,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.1,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.1,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.1,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.1,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.1,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.1,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.15,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.15,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.15,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.15,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.15,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.15,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.15,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.2,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.2,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.2,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.2,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.2,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.2,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.2,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.3,-0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.3,0.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.3,0.05,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.3,0.1,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.3,0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.3,0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.3,1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.4,-1.0,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.4,-0.75,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.4,-0.5,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
0.06,0.4,-0.25,0,136,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0
